CR_WARRANTOR_IDENTIFIER|CR_WARRANTY_NUMBER|CR_NJ_BUILDERS_REG_NUMBER|CR_WARRANTY_START_DTE|CR_COMUN_CODE|CR_BUILDING_STREET_NAME|CR_BUILDING_STREET_NUMBER|CR_BUILDING_CITY|CR_SALE_PRICE|CR_BUILDING_TYPE|CR_CONSTRUCTION_TYPE|CR_STORIES|CR_OWNER_TYPE|CR_BLOCK_NUMBER|CR_LOT_NUMBER|COMPANY_NAME
RWC|        3309967|44317|20150129|1808|CLIFFORD CIRCLE|        45|SOMERSET|397457|101||2|H|516.10|14|SUMMERFIELDS @ FRANKLIN LLC
RWC|        3309969|44317|20150202|1808|CLIFFORD CIRCLE|        41|SOMERSET|436065|101||2|H|516.10|16|SUMMERFIELDS @ FRANKLIN LLC
RWC|        3309968|44317|20150123|1808|CLIFFORD CIRCLE|        43|SOMERSET|378574|101||2|N|516.10|15|SUMMERFIELDS @ FRANKLIN LLC
RWC|        3309964|44317|20150122|1808|LISI COURT|        25|SOMERSET|536400|101||2|H|516.02|80|SUMMERFIELDS @ FRANKLIN LLC
RWC|        3302473|44317|20141218|1808|TUDOR DRIVE|         3|SOMERSET|389421|101||2|H|516.10|11|SUMMERFIELDS @ FRANKLIN LLC
RWC|        3278924|44459|20141107|415|WESTON DR|      1007|WILLIAMSTOWN|335000|101||2|N|NA|1|RICHMOND AMERICAN HOMES OF MARYLAND INC
RWC|        3314275|44459|20150115|415|WOODTHRUSH AVE|       115|SICKLERVILLE|302500|101||2|N|17902|4.06|RICHMOND AMERICAN HOMES OF MARYLAND INC
RWC|        3310436|44459|20150105|415|WESTON DR|      1037|WILLIAMSTOWN|300000|101||2|N|129.030|256|RICHMOND AMERICAN HOMES OF MARYLAND INC
RWC|        3310435|44459|20141218|811|WESTON DR|      1017|WILLIAMSTOWN|308000|101||2|N|129.0105|244|RICHMOND AMERICAN HOMES OF MARYLAND INC
RWC|        3310433|44459|20141222|811|MANNINGTON DR|       940|WILLIAMSTOWN|320000|101||2|N|NA|39|RICHMOND AMERICAN HOMES OF MARYLAND INC
RWC|        3297420|44459|20150109|415|WOODTHRUSH AVE|       119|SICKLERVILLE|320000|101||2|N|17902|4.08|RICHMOND AMERICAN HOMES OF MARYLAND INC
RWC|        3282429|44459|20141229|811|HUNTINGDON DRIVE|       308|WILLIAMSTOWN|311000|101||2|N|129.0302|13|RICHMOND AMERICAN HOMES OF MARYLAND INC
RWC|        3282430|44459|20141118|415|WESTON DRIVE|      1021|WILLIAMSTOWN|342319|101||2|N|NA|243|RICHMOND AMERICAN HOMES OF MARYLAND INC
RWC|        3292316|44477|20140815|508|W. SURF ROAD|       500|OCEAN CITY|460000|101||2|N|70.18|17|AVALON DEVELOPMENT GROUP LLC
RWC|        3277203|44542|20150303|1218|LOUIS COURT|         2|PLAINSBORO|1125000|101||2|N|801|2.05|PRINCETON GLEN LLC
RWC|        3282452|44558|20140613|501|TH AVE|      4308|AVALON|925000|101||3|N|42.06|36|WINFIELD DEVELOPERS LLC
RWC|        3286491|44570|20150106|1806|HARRISON COURT|         5|BRIDGEWATER|748000|101||2|N|NA|1.02|GENOVA BUILT LLC
RWC|        3277697|44617|20140506|824|LEXINGTON MEWS|       306|WOOLWICH|224507|101||2|H|3|306|JPO LEXINGTON LLC
RWC|        3311256|44617|20141223|824|LEXINGTON MEWS|       406|WOOLWICH|238667|101||2|H|3|406|JPO LEXINGTON LLC
RWC|        3317638|44617|20150120|824|LEXINGTON MEWS|      1803|WOOLWICH|259131|101||2|H|3|1803|JPO LEXINGTON LLC
RWC|        3311296|44617|20141219|824|LEXINGTON MEWS|      1807|WOOLWICH|305000|101||2|N|3|1807|JPO LEXINGTON LLC
RWC|        3188798|44670|20141230|216|RIVERVIEW AVENUE|      2210|ENGLEWOOD|430000|105||4|C|2605|2.03|FLATROCK 3 LLC
RWC|        3188816|44670|20140520|216|RIVERVIEW AVENUE|      2228|ENGLEWOOD|397000|103||2|N|2605|2.03|FLATROCK 3 LLC
RWC|        3188819|44670|20150206|215|RIVERVIEW AVENUE|      2231|ENGLEWOOD|283000|105||2|N|2605|2.03|FLATROCK 3 LLC
RWC|        3188821|44670|20140626|216|RIVERVIEW AVENUE|      1101|ENGLEWOOD|260000|103||2|C|2605|2.03|FLATROCK 3 LLC
RWC|        3188840|44670|20150126|215|RIVERVIEW AVENUE|      1121|ENGLEWOOD|421000|103||2|N|2605|2.03|FLATROCK 3 LLC
RWC|        3188852|44670|20150211|215|RIVERVIEW AVENUE|      3301|ENGLEWOOD|420000|105||4|C|2605|2.03|FLATROCK 3 LLC
RWC|        3188879|44670|20150316|215|RIVERVIEW AVENUE|      3328|ENGLEWOOD|408000|105||4|C|2605|2.03|FLATROCK 3 LLC
RWC|        3188911|44670|20140515|215|RIVERVIEW AVENUE|      4427|ENGLEWOOD|285500|105||2|C|2605|2.03|FLATROCK 3 LLC
RWC|        3188913|44670|20141223|216|RIVERVIEW AVENUE|      4429|ENGLEWOOD|295000|105||4|H|2605|2.03|FLATROCK 3 LLC
RWC|        3265207|44693|20150226|1602|WICKHAM TERRACE|      1106|CLIFTON|428115|103||2|N|28.02|1.03|WINTHROP CLIFTON LLC
RWC|        3297631|44699|20150325|1417|RIDGEDALE UNIT 17|        25|MADISON|1275000|105||2|C|16001|30|ROYAL WAVE DEVELOPMENT LLC
RWC|        3253961|44988|20140110|221|SPENCER PLACE|        21|GARFIELD|345000|102||2|N|NA|1|ALTURA CONSTRUCTION COMPANY INC
RWC|        3315222|45095|20150130|246|KENDRICK|       509|PARAMUS|1190000|101||2|N|4003|4|BENCHMARK BUILDER & DEVELOPER LLC
RWC|        3323268|45095|20150301|246|REEDER RD|       741|PARAMUS|1300000|101||2|N|6902|6|BENCHMARK BUILDER & DEVELOPER LLC
RWC|        3310259|45131|20150101|1924|CLOVE ROAD|       100|WANTAGE|283433|101||2|N|14.02|142|BUTLER HOMES INC
RWC|        3281777|45417|20140717|1319|CODDINGTON COURT|         3|HOWELL|447980|101||2|N|NA|2|TJC AT HOWELL LLC
RWC|        3230287|45427|20150213|824|OAKVIEW TERRACE|         4|WOOLWICH|330000|101||2|N|44|9.03|WOOLWICH INVESTORS LLC
RWC|        3281566|45492|20141205|508|TH ST|       407|OCEAN CITY|255730|103||2|N|4302|1|PD MANAGEMENT LLC
RWC|        3238037|45504|20150304|801|STILL RUN|        36|CLAYTON|77500|102||2|N|404.02|13|FERNMOOR HOMES @ CLAYTON LLC
RWC|        3231399|45698|20141212|1515|W BONITA|       114|LAVALLETTE|245000|101||2|N|NA|16|CMV CONTRACTING LLC
RWC|        3272427|45698|20150104|1515|W SANDPIPER WAY|       120|LAVALLETTE|150000|101||1|N|NA|22|CMV CONTRACTING LLC
RWC|        3288688|45698|20141007|1515|W BONITA|       127|LAVALLETTE|160000|101||1|N|NA|27|CMV CONTRACTING LLC
RWC|        3297593|45703|20141222|1530|MARY JEANNE LANE|        40|MANAHAWKIN|286933|101||2|N|159.03|479|WALTERS RESIDENTIAL LLC
RWC|        3309900|45703|20141212|1530|PATTY LANE|        83|MANAHAWKIN|232253|101||1|N|147.67|5|WALTERS RESIDENTIAL LLC
RWC|        3310607|45703|20141230|1527|NORTH BAYVIEW AVENUE|       812|SEASIDE PARK|384848|101||2|N|50|4|WALTERS RESIDENTIAL LLC
RWC|        3310778|45703|20150206|1533|EMERSON LANE|       185|BARNEGAT|360328|101||2|N|144.09|8|WALTERS RESIDENTIAL LLC
RWC|        3311421|45703|20150115|1530|MORRIS BOULEVARD|       196|MANAHAWKIN|264408|101||2|N|159|589|WALTERS RESIDENTIAL LLC
RWC|        3311432|45703|20150205|1507|SEAVIEW ROAD|      3365|ORTLEY BEACH|103671|101||1|H|1111.06|12|WALTERS RESIDENTIAL LLC
RWC|        3319393|45703|20150317|1530|MARGUERITE LANE|        36|MANAHAWKIN|233844|101||2|N|159.01|527|WALTERS RESIDENTIAL LLC
RWC|        3319391|45703|20150320|1516|SOUTH BINNACLE DRIVE|       135|LITTLE EGG HARBOR|218312|101||2|N|325.47|18|WALTERS RESIDENTIAL LLC
RWC|        3318335|45703|20150212|1517|EAST DELAWARE AVENUE|        17|LONG BEACH TOWNSHIP|632420|101||2|N|7.04|5|WALTERS RESIDENTIAL LLC
RWC|        3315224|45703|20150224|1516|SPAR COURT|         7|LITTLE EGG HARBOR|246719|101||2|N|325.16|5|WALTERS RESIDENTIAL LLC
RWC|        3315223|45703|20150227|1530|MILL CREEK ROAD|      1303|MANAHAWKIN|285951|101||2|N|147.11|5|WALTERS RESIDENTIAL LLC
RWC|        3315121|45703|20150130|1530|MORTON DRIVE|        99|MANAHAWKIN|292681|101||2|N|147.66|33|WALTERS RESIDENTIAL LLC
RWC|        3314593|45703|20150130|1530|RUTH ANN DRIVE|        16|MANAHAWKIN|299216|101||2|N|147.22|93|WALTERS RESIDENTIAL LLC
RWC|        3313882|45703|20150225|1506|BARBERRY DRIVE|       773|BRICK|233720|101||2|N|673.14|9|WALTERS RESIDENTIAL LLC
RWC|        3313277|45703|20150210|1507|WILKINS ROAD|        14|TOMS RIVER|331377|101||2|N|724.12|44|WALTERS RESIDENTIAL LLC
RWC|        3311434|45703|20150130|1507|KATHRYN STREET|       125|TOMS RIVER|237854|101||2|N|944.29|27|WALTERS RESIDENTIAL LLC
RWC|        3311422|45703|20150115|1530|GLENN DRIVE|        79|MANAHAWKIN|271227|101||2|N|147.05|219|WALTERS RESIDENTIAL LLC
RWC|        3311169|45703|20141219|1505|CEYLON AVENUE|       207|BERKELEY|404029|101||2|N|1680|15|WALTERS RESIDENTIAL LLC
RWC|        3310777|45703|20150123|1533|HAWTHORNE LANE|       203|BARNEGAT|258269|101||3|H|144.07|44|WALTERS RESIDENTIAL LLC
RWC|        3286573|45852|20140815|906|ROSE AVENUE|       445|JERSEY CITY|173300|101||3|H|22601|16.06|TRF DP JACKSON GREEN LLC
RWC|        3286575|45852|20150130|906|ROSE AVENUE|       455|JERSEY CITY|240595|101||3|H|22601|16.01|TRF DP JACKSON GREEN LLC
RWC|        3281064|45862|20141215|1424|CABELL COURT|         7|MORRISTOWN|649000|104||2|N|7101|1|MARK BUILT PROPERTIES AT CONVENT STATION
RWC|        3305434|45862|20150305|1422|WHITNEY FARM PLACE|        12|MORRISTOWN|603000|103||2|N|7101|1|MARK BUILT PROPERTIES AT CONVENT STATION
RWC|        3305436|45862|20150315|1422|WHITNEY FARM PLACE|        16|MORRISTOWN|780000|103||2|N|7101|1|MARK BUILT PROPERTIES AT CONVENT STATION
RWC|        3305433|45862|20150311|1422|WHITNEY FARM PLACE|        10|MORRISTOWN|676000|104||2|H|7101|1|MARK BUILT PROPERTIES AT CONVENT STATION
RWC|        3305428|45862|20150128|1422|WHITNEY FARM PLACE|        17|MORRISTOWN|730000|104||2|H|7101|1|MARK BUILT PROPERTIES AT CONVENT STATION
RWC|        3305429|45862|20150113|1422|WHITNEY FARM PLACE|        19|MORRISTOWN|670000|104||2|H|7101|1|MARK BUILT PROPERTIES AT CONVENT STATION
RWC|        3305431|45862|20150129|1422|WHITNEY FARM PLACE|        23|MORRISTOWN|725000|104||2|H|7101|1|MARK BUILT PROPERTIES AT CONVENT STATION
RWC|        3305430|45862|20150129|1422|WHITNEY FARM PLACE|        21|MORRISTOWN|580000|104||2|H|7101|1|MARK BUILT PROPERTIES AT CONVENT STATION
RWC|        3224603|45868|20130306|1212|GEORGE ALLEN CT|         5|MONROE TWP|383000|101||2|N|27.09|35.03|MMR REAL ESTATE HOLDINGS LLC
RWC|        3305740|46056|20141030|103|TH STREET SOUTH|       106|BRIGANTINE|164055|101||1|N|2705|10|JAMES W TURNER CONSTRUCTION INC
RWC|        3320969|46056|20150219|514|WEST BURK AVE|       526|WILDWOOD|222831|101||1|N|67|24.05|JAMES W TURNER CONSTRUCTION INC
RWC|        3313423|46056|20141217|1526|SHORE BLVD|      1841|POINT PLEASANT BEACH|151917|101||2|N|286|5|JAMES W TURNER CONSTRUCTION INC
RWC|        3318435|46056|20150203|1332|BENTON AVE|        20|LEONARDO|233309|101||1|N|375|16|JAMES W TURNER CONSTRUCTION INC
RWC|        3318477|46056|20150122|1508|SILVER BAY RD|       280|TOMS RIVER|151061|101||2|N|396.01|26|JAMES W TURNER CONSTRUCTION INC
RWC|        3318723|46056|20150206|103|HAMILTON PLACE|        11|BRIGANTINE|177877|101||1|N|6603|14|JAMES W TURNER CONSTRUCTION INC
RWC|        3318433|46056|20150202|1350|RD STREET|       726|UNION BEACH|235690|101||1|N|18|4|JAMES W TURNER CONSTRUCTION INC
RWC|        3310334|46056|20141203|1350|PROSPECT AVE|       716|UNION BEACH|276228|101||2|N|210|4|JAMES W TURNER CONSTRUCTION INC
RWC|        3301385|46124|20141204|116|N MADISON AVE UNIT 3|       210|MARGATE|509736|103||2|N|430|NA|VENTURE CAPITAL OF MADISON AVE LLC
RWC|        3302544|46156|20140901|1515|WEST PLOVER WAY|       107|LAVALLETTE|199459|101||1|H|1109.16|7|C. RAYMOND DAVIS & SONS INC
RWC|        3315247|46542|20150219|2005|FARLEY AVENUE|        41|FANWOOD|754000|101||2|N|50|8|KS PROPERTY COMPANY LLC
RWC|        3303107|46975|20150224|717|NORTH DAY STREET|       202|ORANGE|260000|101||3|N|1006|002|R DEAL HOLDINGS LLC
RWC|        3311371|47147|20150121|906|SHERMAN PLACE UNIT 101|        13|JERSEY CITY|350000|103||3|H|3701|29|LOVELY HOMES LLC
RWC|        3311374|47147|20141219|906|SHERMAN PLACE UNIT 202|        13|JERSEY CITY|375000|105||3|C|3701|29|LOVELY HOMES LLC
RWC|        3311375|47147|20150108|906|SHERMAN PLACE UNIT 301|        13|JERSEY CITY|380000|105||3|H|3701|29|LOVELY HOMES LLC
RWC|        3311376|47147|20141230|906|SHERMAN PLACE UNIT 302|        13|JERSEY CITY|380000|105||3|C|3701|29|LOVELY HOMES LLC
RWC|        3321614|47410|20150310|1520|OCEAN AVE|       977|MANTOLOKING|504380|101||2|N|7|8|LABAUGH BUILDERS LLC
AEW|26744|278|20150201|1503|Park Ave|128|Bay Head|526107|102|C|2|N|||ROBERT FRIZELL INC
AEW|27012|25836|20150318|1512|Chandler Road|208|Jackson|385000|102|C|2|N|||SKORA INC
AEW|27076|45720|20150326|1507|Pacific Ocean Drive|74|Brick Township|241787|102|C|2|N|||UNDER CONSTRUCTION BUILDERS LLC
AEW|26786|46408|20150305|515|E Lavender Road|128 A|Wildwood Crest|499000|102|C|2|N|||TISONE BUILDERS
AEW|26999|47066|20150301|1323|Woodside Ave|15|Keansburg|180000|102|C|2|N|||BLUE DIAMOND CONTRACTING LLC
AEW|26735|47388|20150126|335|Carranza Road|51|Tabernacle|357500|102|C|2|N|||JTSL HOLDINGS LLC
HBW|NJ122612|1028|20150406|1517|Ocean Avenue|6301|Brant Beach|852872|101|C|0||4 & 5|15.34|GARY F GARDNER INC
HBW|NJ122550|3615|20150420|506|Meadowview Lane|129|Middle Township|776735|101|C|0||83|117.04|SKIP HOLTZAPFEL BUILDERS INC
HBW|NJ121872|3907|20150123|112|DaVinci Way|9|Mays Landing|314693|101|C|0||22|1132.31|PAPARONE HOMES OF N J INC
HBW|NJ122290|3907|20150320|112|DA VINCI WAY|4|MAYS LANDING|268175|101|C|0||2|1132.32|PAPARONE HOMES OF N J INC
HBW|NJ121959|3907|20150130|811|Rushfoil Drive|289|Williamstown|299900|101|C|0||24|103.0201|PAPARONE HOMES OF N J INC
HBW|NJ122122|5523|20150210|1337|FRANKLIN PKWY|1303|OCEAN|440000|101|C|0||103|5|KOLARSICK BUILDERS INC
HBW|NJ122597|6595|20150403|1306|North Lake Drive|606|Belmar|478660|101|C|0||15.02|63|LAURETT ASSOCIATES INC
HBW|NJ122166|6819|20150206|1517|E CALIFORNIA AVE|111|BEACH HAVEN PARK|721000|101|C|0||4|11.25|TED FLUEHR JR INC
HBW|NJ122165|6819|20150206|1517|E SAILBOAT LANE|20|PEAHALA PARK|550000|101|C|0||14.03|12.20|TED FLUEHR JR INC
HBW|NJ122123|6819|20150129|1517|E TEXAS AVE|2|BEACH HAVEN|567000|101|C|0||16|11.13|TED FLUEHR JR INC
HBW|NJ122607|8872|20150403|425|Gaskill Avenue|421|Mount  Ephraim|239900|101|C|0||10.02|67|JOHN VALENTI BUILDERS *
HBW|NJ121965|10358|20150116|1330|Orchard Street|169|Aberdeen|335000|101|C|0||11.01|306|PARKSIDE MANOR INC
HBW|NJ122009|10893|20150129|245|West Ruby Ave B|32|Palisades Park|660000|103|C|0||13|617|JOSEPH ROMANA
HBW|NJ122405|10893|20150316|245|West Ruby Ave Unit A|32|Palisades Park|650000|103|C|0||13|617|JOSEPH ROMANA
HBW|NJ122093|10893|20150127|206|Knox Ave Unit A|218|Cliffside Park|620000|103|C|0||23|3002|JOSEPH ROMANA
HBW|NJ122088|10893|20150127|206|Knox ave Unit B|218|Cliffside Park|620000|103|C|0||23|3002|JOSEPH ROMANA
HBW|NJ121884|11421|20141222|1507|Haines Cove Dr.|28|Toms River|514980|101|C|0||48|687.02|PR 1 MA BUILDERS INC
HBW|NJ122014|11421|20150128|1507|Aria Rd.|251|Toms River|475187|101|C|0||10.24|165|PR 1 MA BUILDERS INC
HBW|NJ122012|11421|20150129|1507|Aria Rd.|219|Toms River|477833|101|C|0||10.10|165|PR 1 MA BUILDERS INC
HBW|NJ122140|11871|20150207|1349|Wall Road|723|Spring Lake Heights|401000|101|M|0||28|46|RBA DEVELOPMENT CORP T/A RBA HOMES
HBW|NJ122311|11871|20150301|1317|Mathews Street|3|Highlands|416900|101|M|0||9|109|RBA DEVELOPMENT CORP T/A RBA HOMES
HBW|NJ122141|11871|20150207|1515|Kathryn Street|261|Lavallette|463000|101|M|0||115 & 128|943.02|RBA DEVELOPMENT CORP T/A RBA HOMES
HBW|NJ122610|12749|20150417|1509|A Cedars Avenue|47|Harvey Cedars|835000|101|C|0||6|14|MAGRANN CONSTRUCTION SERVICES INC*
HBW|NJ122579|12870|20150409|236|Olde Woods|100|Montvale|899900|101|C|0||302|13.01|METROPOLITAN HOME DEVELOPMENT CORP
HBW|NJ122198|14066|20150131|1205|BARTHA AVE|71|EDISON|527000|101|C|0||14.06|905|HAWKEYE DEVELOPMENT CO
HBW|NJ122197|14066|20150131|1205|BARTHA AVE|73|EDISON|527000|101|C|0||14.05|905|HAWKEYE DEVELOPMENT CO
HBW|NJ122389|15730|20150301|508|WESLEY AVE 2ND FLOOR|831|OCEAN CITY|300000|103|C|0||3|804|SCAFISI INC
HBW|NJ122390|15730|20150301|508|WESLEY AVE 1ST FLOOR|829|OCEAN CITY|300000|103|C|0||3|804|SCAFISI INC
HBW|NJ122023|15896|20150213|322|Almeda Lane|1|Moorestown|450000|101|C|0||22.01|6001|PAUL A CANTON INC*
HBW|NJ122056|17973|20150126|1210|West Cedar Street|7|Metuchen|680000|101|C|0||52.02|160.01|LAPORTA BUILDERS INC
HBW|NJ122525|18428|20150413|1225|Garfield Ave.|26|Colonia|522000|101|C|0||1.023|473.08|G S REALTY CORP
HBW|NJ122552|18428|20150401|1526|SHERMAN AVE|205|SEASIDE HEIGHTS|350000|101|C|0||1.10|54|G S REALTY CORP
HBW|NJ122464|18428|20150310|1310|Country Club Drive|5|Deal|1045000|101|C|0||106.04|22|G S REALTY CORP
HBW|NJ122340|19706|20150301|245|West Homestead Avenue|65|Palisades Park|1450000|103|C|0||36|601|MICHAEL BRODERICK JR
HBW|NJ122410|19706|20150315|245|A Second Street|522|Palisades Park|730000|103|C|0||6|310|MICHAEL BRODERICK JR
HBW|NJ122177|20899|20150201|1517|WEST BEARDSLEY AVE (56TH )|109|BRANT HAVEN|358915|101|C|0||7|15.62|THE TIBER COMPANY INC
HBW|NJ121989|21205|20150116|2020|Village Green|821|Westfield|975000|101|C|0||29|5302|JON & JEFF GABRIEL
HBW|NJ122175|21733|20150128|232|Sanford Avenue|141|Lyndhurst|344000|103|C|0||53|178|LUSA CONSTRUCTION INC
HBW|NJ121963|21807|20150121|1608|PREAKNESS AVE|317|PATERSON|320000|103|C|0||601|1209|MIKE BARBARO
HBW|NJ122426|22938|20150310|256|Elliott Place|63|Rutherford|800000|101|C|0||16|61|CITY MASON CONTRACTORS*
HBW|NJ121995|24204|20150115|2020|Harrow Road|136|Westfield|600000|101|C|0||20|4911|MICHAEL MAHONEY
HBW|NJ122466|24204|20150319|2020|Willow Grove Road|867|Westfield|700000|101|C|0||2|4504|MICHAEL MAHONEY
HBW|NJ122583|24681|20150401|1112|NORTH COMMERCE SQ., SUITE 302|1|ROBBINSVILLE|302000|105|C|0||1|3.41|SHARBELL WASHINGTON INC
HBW|NJ122582|24681|20150327|1112|ROUTE 33 SUITE 402|2346|ROBBINSVILLE|249500|105|C|0||1|3.41|SHARBELL WASHINGTON INC
HBW|NJ122190|24681|20150213|1112|PARK ST|1215|ROBBINSVILLE|433510|105|C|0||3.44|12|SHARBELL WASHINGTON INC
HBW|NJ122189|24681|20150313|1112|PARK STREET|1217|ROBBINSVILLE|423770|105|C|0||3.44|11|SHARBELL WASHINGTON INC
HBW|NJ122188|24681|20150227|1112|PARK STREET|1219|ROBBINSVILLE|483739|105|C|0||3.44|10|SHARBELL WASHINGTON INC
HBW|NJ122133|24681|20150227|1112|ROBBINSVILLE -EDINBURG ROAD, SUITE|968|ROBBINSVILLE|282496|105|C|0||1.17|8|SHARBELL WASHINGTON INC
HBW|NJ122240|25132|20150219|1809|Warrenville Road|217|Green Brook|715000|101|C|0||3.02|26|SATELLITE BUILDERS LLC*
HBW|NJ122374|25132|20150305|1809|Andrew Street|102|Green brook|475000|101|C|0||16.2|63|SATELLITE BUILDERS LLC*
HBW|NJ122173|25253|20150128|508|Mariana Lane|12|Ocean City|1290000|101|C|0||6|2114|GEORGETTI CONSTRUCTION INC
HBW|NJ122152|25760|20150130|1431|Lincoln Park Road|12|Pequannock|569000|101|C|0||4.01|4401|BRYCE BUILDERS LLC
HBW|NJ122406|26634|20150410|2018|SPRINGFIELD AVE|717|SUMMIT|999999|101|C|0||50.01|1702|MENZA & BEISSEL HOMES INC
HBW|NJ122407|26634|20150407|2001|Kline Blvd|94|Berkley Heights|987500|101|C|0||26.01|1503|MENZA & BEISSEL HOMES INC
HBW|NJ122145|26901|20150130|1806|Woodside Lane|360|Bridgewater|530000|101|C|0||2.02|221|MICHAEL J COLLINS INC
HBW|NJ122362|27074|20150227|113|DOGWOOD LN|10|HAMMONTON|301300|101|C|0||1|4305|KMD CONSTRUCTION L L C
HBW|NJ122605|27118|20150401|1806|OAK STREET|114|BRIDGEWATER|582500|101|C|0||9|146|VFV PROPERTIES INC
HBW|NJ122207|27704|20150324|1530|Cornell Drive|53|Stafford Twp|200000|101|C|0||30.02|63|STONEHENGE BUILDING & DEVELOPMENT CO
HBW|NJ122299|27846|20150210|1608|-168 Sherman Avenue|166|Paterson|320000|103|C|0||30|1012|LATERZA CONSTRUCTION COMPANY INC
HBW|NJ122580|27943|20150331|418|3RD AVE|504|HADDON HEIGHTS|233655|101|C|0||3|32|STEPHEN RIZZO INC
HBW|NJ122433|28099|20150402|1326|Gold Court|400|Manalapan|782000|101|C|0||16.05|67|HALIDON LLC
HBW|NJ122121|28455|20150312|1407|FAIRMOUNT AVE|47|CHESTER BOROUGH|740000|101|C|0||19|117|BEHMAN CONSTRUCTION CORP
HBW|NJ122595|28602|20150331|2004|S PARK ST|629|ELIZABETH|380000|103|C|0||1269|7|DACOSTA & LOUREIRO EXPRESS INC T/A
HBW|NJ121508|28868|20141201|122|South Cambridge Ave.|112|Ventnor City|1022859|101|C|0||10|22|VAN DUYNE BUILDERS INC
HBW|NJ122142|28965|20150128|2005|SECOND ST|158|FARWOOD|800000|101|C|0||3|103|WILKINS BUILDING INC
HBW|NJ122370|29099|20150226|1201|South Whittier Street|62|Carteret|375000|101|C|0||9.013|6603|BUTTER CONSTRUCTION & ENGINEERS INC
HBW|NJ122549|29099|20150323|1201|South Whittier Street|66|Carteret|388000|101|C|0||9.014|6603|BUTTER CONSTRUCTION & ENGINEERS INC
HBW|NJ122395|29099|20150225|1201|South Whittier Street|58|Carteret|350000|101|C|0||9.012|6603|BUTTER CONSTRUCTION & ENGINEERS INC
HBW|NJ122394|29099|20150225|1201|South Whittier Street|54|Carteret|375000|101|C|0||9.011|6603|BUTTER CONSTRUCTION & ENGINEERS INC
HBW|NJ122570|29148|20150331|1109|Snowden Lane|150|Princeton|637989|101|C|0||10|7504|THE JOHN BRUIN CONSTRUCTION CO LLC
HBW|NJ122037|29213|20150226|1326|VanCleve Road|6|Manalapan|575000|101|C|0||88|6504|BATTLEGROUND DEVELOPERS LLC
HBW|NJ122351|29273|20150321|1918|Sagamore Trail|52|Sparta|585000|101|C|0||1|60|ETM ENTERPRISES INC
HBW|NJ122343|29298|20150315|243|WHITE AVE|199|OLD TAPPAN|845000|101|C|0||4|1205|MAURO DEVELOPMENT
HBW|NJ122267|29561|20150220|502|Delford Rd|23|Cape May|187000|101|M|0||49 & 50|552|LISA E DENOTO
HBW|NJ122504|30223|20150430|113|9th Street|429|Hammonton|314000|101|C|0||24.06|3715|J T S CUSTOM BUILDING & REMODELING
HBW|NJ122221|31092|20150210|1514|E 4 ST|191|LAKEWOOD|479000|101|C|0||9.03|241|STAR DEVELOPERS LLC
HBW|NJ122223|31092|20150210|1514|NEGBA ST|44|LAKEWOOD|479000|101|C|0||9.02|241|STAR DEVELOPERS LLC
HBW|NJ122269|31260|20150301|1508|Holly Avenue|194|West Creek|472450|101|C|0||57.36|120.01|M C MESSINA INC
HBW|NJ122159|31543|20150213|2101|BOWERS DRIVE|52|ALLAMUCHY TWP|374500|101|C|0||14|701.03|BOWERS GLEN INC
HBW|NJ122416|31543|20150312|2101|Bowers Drive|47|Allamuchy Township|419000|101|C|0||89|701.02|BOWERS GLEN INC
HBW|NJ122513|31667|20150319|1507|CABLE DRIVE|1828|TOMS RIVER|450000|101|C|0||1|146208|OUTWATER CONSTRUCTION CORP
HBW|NJ121988|31933|20150116|508|SPRUCE RD|51|OCEAN CITY|650000|101|C|0||20||GABRIEL BUILDING GROUP INC
HBW|NJ122509|32001|20150401|502|Ocean Drive|900|Cape May|850000|105|C|0||3.104|823.01|WEBCO ASSOCIATES INC
HBW|NJ122510|32001|20140701|502|Ocean Drive|900|Cape May|439000|105|C|0||3.1501|823.01|WEBCO ASSOCIATES INC
HBW|NJ122216|32013|20150218|1524|Glenwood Drive|2219|Point Pleasant|520000|101|C|0||10|303|TFM BUILDERS LLC
HBW|NJ121786|32165|20141229|406|GENOVA DRIVE|6|WEST BERLIN|310090|101|C|0||12|2204|HOVBROS BERLIN LLC
HBW|NJ122155|32165|20150227|406|GENOVA DRIVE|16|WEST BERLIN|332955|101|C|0||15|2203|HOVBROS BERLIN LLC
HBW|NJ122516|32382|20150501|1009|Phipps Court|35|Flemington|375000|101|C|0||37|71.20|RARITAN VALLEY DEVELOPERS INC
HBW|NJ122515|32382|20150515|1009|Phipps Court|33|Flemington|425000|101|C|0||35|71.20|RARITAN VALLEY DEVELOPERS INC
HBW|NJ122487|32382|20150406|1021|Samson Drive|111|Flemington|325000|105|C|0||3|72|RARITAN VALLEY DEVELOPERS INC
HBW|NJ122544|32619|20150327|1507|BROAD AVE|509|NORMANDY BEACH|713697|101|C|0||10|20.03|FORST CONTRACTING & DEVELOPMENT CORP
HBW|NJ122462|32909|20150309|1424|Old Harter Road|8|Morristown|1436000|101|C|0||13.01.6|6005|TOWN & COUNTRY DEVELOPERS
HBW|NJ122043|33023|20150323|1213|Morning GLory Drive|1190|Monroe Township|82000|105|C|0||65.1|1.14|MONROE MANOR INC
