BUILDER_REGNO|COMPANY_NAME|STREET_1|STREET_2|CITY|STATE|ZIP|BUILDER_STATUS|RENEWAL_DATE|PLAN
32878|ST JOSEPHS HOUSING CORP|20 CHURCH ST||CAMDEN|NJ|08105|E|20060831|*
32879|COUNTRY WALK LLC|55 SCHOOLHOUSE ROAD||WHITING|NJ|08759||20160831|A
32880|VIPER CONSTRUCTION MGMT GROUP INC|830 RADIO ROAD SUITE:B||LITTLE EGG HARBOR|NJ|08087|E|20040831|*
32881|E M N BUILDERS LLC|PO BOX 70||DUMONT|NJ|07628||20160831|*
32882|DONALD MCCABE  *|5 ELM AVENUE||ASTON|PA|19014|E|20100831|*
32883|IAN HARTLEY LLC|1434 TREETOP LANE||AMBLER|PA|19002|E|20100131|*
32884|ROLO CONSTRUCTION CO INC|615 ADAMS AVENUE||ELIZABETH|NJ|07201|E|20040831|*
32885|EUROPEAN REMODELING AND BUILDERS LLC|710 OGDEN ST||ELIZABETH|NJ|07202|E|20040831|*
32886|DAVID H DAUB CONST CO|108 TUNA CT||MANAHAWKIN|NJ|08050|E|20080831|*
32887|G & N CONSTRUCTION|7 RED GRAVEL CIRCLE||SICKLERVILLE|NJ|08081|S|20060831|*
32888|THOMAS LYNN HOMES|41 BISBEE DR||BURLINGTON|NJ|08016|E|20100831|*
32889|JERSEY CAPE LAND DEVLEOPMENT CORP|739 WASHINGTON ST||CAPE MAY|NJ|08204|E|20040831|*
32890|PAULO SILVA|63-69 ROME ST UNIT 2B  *||NEWARK|NJ|07105|E|20040831|*
32891|A & J HOME BUILDERS INC|406 BETH AVE||BRICK|NJ|08724||20160831|*
32892|ROSE MORTGAGE INC|1140 PARSIPPANY BD  STE 103||PARSIPPANY|NJ|07054|E|20040831|*
32893|AFFINITY BUILDERS LLC|109 GRAND AV # 1A||ENGLEWOOD|NJ|07631|E|20120831|*
32894|SOURENSE DEVELOPERS LLC|748 NEW JERSEY AVE||LYNDHURST|NJ|07071|E|20040831|*
32895|TP BUILDERS LLC*|PO BOX 289| `|SADDLE RIVER|NJ|07458|E|20100831|*
32896|CENTRAL AVENUE DEVELOPMENT LLC|2450 STRSFFORD ROAD||LYCOMING|PA|17701|E|20040831|*
32897|JEFFREY A & KIMBERLY A. SNYDER|123 LODI HILL ROAD||UPPER BLACK EDDY|PA|18972|E|20060831|*
32898|21 JACKSON ST CORP|68 ROSE PLACE||WEST PATERSON|NJ|07424|E|20080831|*
32899|MM-BEACHFRONT NORTH I LLC|ATTN PATRICIA DELUCO|100 VILLAGE COURT|HAZLET|NJ|07730|E|20100831|P
32900|PRINCETON SIGNATURE HOMES LLC|1692 ROUTE 88 WEST   2ND FL||BRICK|NJ|08724|E|20120831|R
32901|ALFRED M ELTER|78 BLAUVELT AVENUE||BERGENFIELD|NJ|07621|E|20040831|*
32902|PORTO CONSTRUCTION|6 MILL COURT||LINDEN|NJ|07036|E|20060831|A
32903|MKP PROPERTIES LLC|11 VILLAS DRIVE||AMBLER|PA|19002|E|20040831|*
32904|LEGEND INTERNATIONAL INC|1018 PALISADE AVENUE UNIT #7||FORT LEE|NJ|07024|E|20040831|*
32905|BOB BROTHERS CORP|714 MAYWOOD AVENUE||MAYWOOD|NJ|07607|E|20080831|*
32906|FERREIRA DEVELOPMENT INCORPORATED|102 BARBARA STREET||NEWARK|NJ|07105|E|20070731|*
32907|E P TROTTA|128 SO FRONT ST||LEWISBURG|PA|17837|E|20040831|*
32908|J C TOMASKI CORP|2352 ELLWOOD AV||ATCO|NJ|08004|E|20040831|*
32909|TOWN & COUNTRY DEVELOPERS|AT ROCHELLE PARK INC|345 KINDERKAMACK ROAD|WESTWOOD|NJ|07675||20160831|A
32910|RPV CUSTOM BUILDERS LLC|PO BOX 247||MONTVILLE|NJ|07034|E|20040831|A
32911|DURAND & KENDAL CONSTRUCTION|PO BOX 480||HOPATCONG|NJ|07843|E|20040831|*
32912|COMPTON LANE HOMES LLC|P.O. BOX 163||HOPEWELL|NJ|08525|E|20080831|*
32913|K M S INC|138 MONMOUTH ROAD||MONROE TOWNSHIP|NJ|08831||20160831|*
32914|CARAPELLA BUILDERS INC|2339 WILLIAMSTOWN RD||FRANKLINVILLE|NJ|08322|E|20040831|*
32915|ANTAL CONSTRUCTION CO|GENERAL CONTRACTOR & BUILDER|38 MOUNTIAN VIEW AVENUE|LONG VALLEY|NJ|07853|E|20060831|*
32916|ASA GENERAL CONTRACTING|105 COLLINGS DR||COLLINGS LAKES|NJ|08094|E|20020831|*
32917|NEW GENERATION DRYWALL & TAPING CO|628 NORTH 8TH STREET||NEWARK|NJ|07105|E|20060831|
32918|MOUNTAIN RIDGE ESTATES INC|7 GLEN VIEW COURT||DOVER|NJ|07801|E|20100831|*
32919|ROBERT KOZAK|81 WOOD STREET||HASBROUCK HEIGHTS|NJ|07604|E|20040831|*
32920|UNION COURT LLC|7 NORTH WILLOW STREET|SUITE 8B|MONTCLAIR|NJ|07042|E|20100831|*
32921|WESTFIELD CONSTRUCTION INC|432 MOUNTAIN AV||WESTFIELD|NJ|07090||20160228|*
32922|PARKAMERICA LLC|102 PALISADE AV||JERSEY CITY|NJ|07306|E|20070430|*
32923|FAMIDA B SHAIKH|17 I HOWARD DR||BERGENFIELD|NJ|07621|E|20040831|*
32924|PELA CONSTRUCTION|67 ARCH ST||BUTLER|NJ|07405|E|20080831|*
32925|DIY  INC|1301 NORTH KINGS HIGHWAY||CHERRY HILL|NJ|08034|E|20060831|*
32926|AMRO LLC|511 SPRING VALLEY RD||PARAMUS|NJ|07652|E|20060831|*
32927|HYLAN POINTE DEVELOPMENT CORP|244 HECKER ST||STATEN ISLAND|NY|10307|S||*
32928|CLASSIC STONE- DESIGN INC|114 CENTRAL AVENUE||PT PLEASANT|NJ|08742|E|20040831|*
32929|R J GASSERT|550 CENTRAL AVE # 5||HARRISON|NJ|07029|E|20060831|*
32930|PM MUMMEY BUILDER LLC|33 RITTEN HOUSE ROAD||STOCKTON|NJ|08559|E|20140531|*
32931|ADA CONSTRUCTION COMPANY LLC|2600 BRIGHTON AVENUE||WALL|NJ|07719||20141130|*
32932|BEEKMAN BUILDERS CO|28 SYLVIA LANE||MANAHAWKIN|NJ|08050|E|20040831|*
32933|LAKEVIEW RIDGE LLC|PO BOX 1066||SPARTA|NJ|07871|E|20040831|A
32934|HARRIS BOOKFOR|1 LOVETTA LN||PLYMOUTH MEETING|PA|19462|E|20040831|*
32935|RICHARD J TKACH & MICHAEL J STORMS|414 N BEVERWYCK RD||PARSIPPANY|NJ|07054|E|20040831|*
32936|TIMBO & GARLASCO LLC|678 WESTWOOD AVENUE||RIVER VALE|NJ|07675|E|20040831|*
32937|ROBERT A HARTMAN AND CONCETA  G HARTMAN|321 EAST SEABRIGHT ROAD||OCEAN CITY|NJ|08226|E|20080831|*
32938|SINA CONSTRUCTION CORP|32 A SPRUCE STREET||OAKLAND|NJ|07436|S|20040831|*
32939|BENCHCRAFT BUILDERS LLC|109 WEST FEDERAL STREET||BURLINGTON|NJ|08016|E|20060831|A
32940|MOHAMED F BENMANSOUR|100 GARRISON AVENUE||JERSEY CITY|NJ|07306|E|20080831|*
32941|825 ADAMS STREET LLC|85 DEVENSHIRE STREET 4TH FLOOR||SUFFOLK|MA|02109|E|20040831|*
32942|KEARNY LLC|52 FIRST STREET||HACKENSACK|NJ|07601|E|20040831|*
32943|FENTELL REMODELING LLC|2301 EVESHAM ROAD SUITE 702||VOORHEES|NJ|08043|E|20060831|A
32944|SAMEH GHALI|11 FERRIS PL||ABERDEEN|NJ|07747|E|20101031|*
32945|GENCO HOMES LLC|PO BOX 274||RICHWOOD|NJ|08074|E|20100831|
32946|CARL GOULD ENTERPRISES INC|PO BOX 233||RIVERDALE|NJ|07457|E|20040831|*
32947|2005 MARGERUM AVENUE L L C|407 NEW YORK BLVD||SEA GIRT|NJ|08750|E|20040831|*
32948|STEFAN MAYER|1465 KLOCKNER ROAD||TRENTON|NJ|08619|E|20040831|*
32949|DESIRABLE DWELLING CONTRACTORS LLC|357 E. MILLSTREAM ROAD||CREAM RIDGE|NJ|08514|E|20040930|*
32950|RON ROSE CONSTRUCTION LLC|4448 ROUTE 27 SUITE 39|P O BOX 275|KINGSTON|NJ|08528|E|20040930|*
32951|RON ROSE BUILDERS LLC|4448 ROUTE 27 SUITE 39|P O BOX 275|KINGSTON|NJ|08528|E|20040930|*
32952|THE MASSA DESIGN & BUILDING COMPANY LLC|3297 ROUTE 66||NEPTUNE|NJ|07753|E|20060930|*
32953|BUILD ME UP L L C|101 EAST 25TH AVENUE||NORTH WILDWOOD|NJ|08260|E|20060930|P
32954|P & F ASSOCIATES INC|130 RT 22 EAST    S 105||NORTH PLAINFIELD|NJ|07060|E|20040930|*
32955|STANLEY H AGLOW|410 NARRAGANSETT DRIVE||CHERRY HILL|NJ|08002|E|20060930|*
32956|KEYPORT MEADOWS LLC|333 SPOTSWOOD-ENG ROAD||MONROE TWP|NJ|08831|E|20040930|*
32957|HOMEBOY BUILDERS|1227 W WHEAT ROAD||VINELAND|NJ|08360|E|20040930|*
32958|PAZIENZA - SCUORZO GROUP LLC|306 NORTH 22ND STREET||KENILWORTH|NJ|07033|E|20080930|*
32959|H &  C HOMES INC|29 HUNTINGTON CIRCLE DRIVE||MEDFORD|NJ|08055|E|20090430|*
32960|B CHANEY IMPROVEMENTS|36 RUNNING HILLS DR||NEWTON|NJ|07860|E|20100930|*
32961|GATLIND HOMES|4 HARLEY AV||EGG HARBOR TWP|NJ|08234|E|20080930|*
32962|STEPHEN LLC|6301 PACIFIC AVENUE||WILDWOOD CREST|NJ|08260|E|20040930|*
32963|V DIAS TRUCKING INC|38-40 NEW YORK AVENUE||NEWARK|NJ|07105|E|20040930|*
32964|FOUR WINDS PLAZA CORP|105 WEST DEWEY AVE|BLDG B   SUITE 220|WHARTON|NJ|07855||20160930|*
32965|MAXIS DEVELOPMENT INC|45 PARK PLACE SOUTH  #242||MORRISTOWN|NJ|07960|E|20040930|*
32966|FRANK CUSIMANO & SONS HOME IMPRIVEMENTS|69 ATLANTIC AVENUE||WARETOWN|NJ|08758|E|20060930|*
32967|TCR WARREN STREET URBAN RENEWAL LLC|1375 KINGS HIGHWAY E SUITE 450||FAIRFIELD|CT|06824|E|20040930|*
32968|PERONA ESTATES LLC|830 ROUTE 15 SOUTH||LAKE HOPATCONG|NJ|07849||20160930|*
32969|SHAWNEE HEIGHTS INC|830 RTE 15 S||LAKE HOPATCONG|NJ|07849|E|20060930|*
32970|AFCO BUILDERS INC|PO BOX 209||ELIZABETH|NJ|07206|E|20100930|*
32971|BAYWATCH BUILDERS LLC|25 N ALBANY AVENUE||ATLANTIC CITY|NJ|08401|E|20060930|A
32972|BEAM CONTRACTINC|PO BOX 425||GLEN GARDNER|NJ|08826|E|20040930|*
32973|JOHN PORSIA CONSTRUCTION|39013 BENNETT PLACE||HOLLAND|PA|18966|E|20040930|*
32974|MILLWOOD BUILDERS INC|PO BOX 699||MILLTOWN|NJ|08850|E|20140930|R
32975|TOMPKINS ST DEVELOPMENT LLC|110 RIDGE AVENUE||LITTLE FALLS|NJ|07424|E|20090430|*
32976|TI CONSTRUCTION LIMITED LIABILITY CO|4201 CENTRAL AVE||SEA ISLE CITY|NJ|08243|E|20060930|P
32977|DELMAN HOMES|71 PRESTON DRIVE||GILLETTE|NJ|07933|E|20080930|*
32978|DEFINITIVE CONSTRUCTION LLC|16 DRAKE WAY||TOMS RIVER|NJ|08753|E|20040930|*
32979|CARBONE DEVELOPERS LLC|40 CHURCHILL ROAD||OLD TAPPAN|NJ|07675||20160930|A
32980|PETCON CUSTOM HOMES LLC|107 MONMOUTH RD STE 106||WEST LONG BRANCH|NJ|07764|E|20080930|A
32981|MONTVILLE ACRES DEVELOPERS II LLC|SUITE 201|820 MORRIS TURNPIKE|SHORT HILLS|NJ|07078|E|20120930|R
32982|GAGLIOTI ENTERPRISES INC|239 BEECH STREET||WASHINGTON TWP|NJ|07676|E|20120430|A
32983|CANPER CONSTRUCTION INC|90 CHAMBERS STREET||NEWARK|NJ|07105|E|20070731|*
32984|SUDCO CONSTRUCTION CORP|44 WILLOW AV||WALLINGTON|NJ|07057|E|20040930|*
32985|HSD DEVELOPERS LLC|92 REESE RD||MILLVILLE|NJ|08332||20160930|A
32986|CUSTOM SERVICE BUILDERS INC|551 PARK AVENUE||SCOTCH PLAINS|NJ|07076|E|20100930|A
32987|FRED KROETER CONTRACTOR LLC   *|7 DRUID WOOD  RD||DENVILLE|NJ|07834|E|20111130|*
32988|TOPLINE GENERAL CONTRACTORS L L C|927 NORTH BROAD STREET||WOODBURY|NJ|08096|E|20020930|*
32989|RICHARD H WIEST & RITA I WIEST|12 GAY WAY||FORT WASHINGTON|PA|19034|E|20040930|*
32990|EASTERN SHORES DEVELOPING INC|23 MIMOSA DRIVE||RIO GRANDE|NJ|08242|E|20060930|*
32991|ROBERT HASTINGS & MICHELE HASTINGS||1104 POPLAR AVENUE|VOORHEES|NJ|08043|E|20040930|A
32992|KARA AT FRANKLIN LAKES LLC|SUITE 101N|197 ROUTE 18|EAST BRUNSWICK|NJ|08816|E|20060930|R
32993|KARA AT TALLYMAWR LLC|SUITE 234 SOUTH|197 ROUTE 18|EAST BRUNSWICK|NJ|08816|B|20080930|R
32994|ABERDEEN DEVELOPMENT ASSOCIATES LLC|SUITE 101N|197 ROUTE 18|EAST BRUNSWICK|NJ|08816|E|20060930|*
32995|CLIFFORD CUSTOM HOME BUILDERS|244 BULKHEAD AVE||MANAHAWKIN|NJ|08050|E|20040930|*
32996|SADDLE RIVER DESIGN & DEVELOPMENT INC|P O BOX 589||LAVALLETTE|NJ|08735|E|20130831|*
32997|MICRO DEVELOPMENT INC|319 TERRACE ST||RAHWAY|NJ|07065|E|20060930|*
32998|PROMAR BUILDERS INC|652 MORRIS TPKE||SHORT HILLS|NJ|07078||20141231|*
32999|KNOCK ON WOOD LLC|111 WEST INDIANA AVENUE||ISELIN|NJ|08830||20160930|*
33000|RALPH SCHUBIGER|192 DOLPHIN ROAD||MANAHAWKIN|NJ|08050|E|20100228|*
33001|JOSEPH AND MARYANN GLAZIER|502 20TH ST||AVALON|NJ|08202|E|20040930|*
33002|SUMMIT BUILDERS INC|29 TREMONT DR||EAST HANOVER|NJ|07936|E|20040930|*
33003|ARLINGTON HOMES INC|54 MOHICAN AV||LANDING|NJ|07850|E|20080930|A
33004|BROOKLAWN CONSTRUTION|1 BROOKLAWN DRIVE||SHORT HILLS|NJ|07078|E|20090430|*
33005|ESPEDITO LUCIANO|55 SOUTH THIRD ST||PARK RIDGE|NJ|07650|E|20040930|*
33006|JOSEPH LAURIELLO JR GEN CONTRACTOR|6301 NEW JERSEY AV||WILDWOOD CREST|NJ|08210|E|20040930|*
33007|KURT A JOMO / FRANCINE JOMO|599 TENNENT ROAD||MONMOUTH|NJ|07726|E|20040930|*
33008|CARL FUCCELLO|28 WEYBURNE AVE||HAMILTON|NJ|08690|E|20110930|*
33009|INNOVATED PROPERTIES & MANAGEMENT L L C|2517 HWY 35 BLDG N-SUITE 201||MANASQUAN|NJ|08736|E|20040930|*
33010|PROFERA HOMES INC|211 WEST LANDING ROAD||BLACKWOOD|NJ|08012|E|20131130|A
33011|A & G  BUILDERS|61 BERLIN CROSSKEYS RD||WILLIAMSTOWN|NJ|08094|E|20040930|*
33012|NEHME BROTHERS INC|525 RIVER ROAD||EDGEWATER|NJ|07020|E|20100930|A
33013|OTHMAN ABDELQADER|P O BOX 52||CLIFTON|NJ|07011|E|20040930|*
33014|ACEVEDO HOME IMPROVEMENTS|28 PALMER ST||LANDING|NJ|07850||20160531|*
33015|STARLIGHT BUILDERS OF ELIZABETH INC|425 PRINCETON AVE|P O BOX 6675 EPORT STATION|ELIZABETH|NJ|07206|E|20060930|*
33016|PAQSUALE J GALLELLI|POX BOX 144||OCEAN CITY|NJ|08226||20160930|*
33017|SUN AND BAY LLC|6601 ATLANTIC AVE||WILDWOOD CREST|NJ|08260|E|20040930|*
33018|JERRY GROGG CONSTRUCTION|135 NOTTINGHAM DRIVE||WATCHUNG|NJ|07069||20160930|*
33019|TRADITION HOMES AT THE PINES LLC|23 CRESTWOOD CIRCLR|P O BOX 642|PLEASANTVILLE|NJ|08232|E|20060930|A
33020|THOMAS CONSTRUCTION|756 WARREN STREET||WESTFIELD|NJ|07090|E|20040930|*
33021|RICHARD BROWN AND LINDA BROWN|469 LYCUM AVENUE||PHILA|PA|19128|E|20040930|*
33022|JOSEPH A PUGLIESE VIRGINIA PUGLIESE|949 HICKORY DRIVE||BLUE BELL|PA|19422|E|20040930|*
33023|MONROE MANOR INC|ATTN KAREN|90 WOODBRIDGE CENTER DRIVE|WOODRIDGE|NJ|07095||20160930|A
33024|FINE HOMES BY JAMES J ESKIN LLC|PO BOX 452||ANDOVER|NJ|07821||20160930|*
33025|M & K BUILDERS|176 WASHINGTON AV||MONMOUTH|NJ|07747|E|20040930|*
33026|MARY ANN D'AMICO|739 WEST GLENWOOD AVE||WEST WILDWOOD|NJ|08260|E|20040930|*
33027|CAPE ISLAND DEVELOPERS INC|1156-B WASHINGTON ST||CAPE MAY|NJ|08204|E|20040930|*
33028|BERGEN BUILDERS & RESTORATION LLC|705 RIDGE ROAD||LYNDHURST|NJ|07071|E|20080930|A
33029|TIKI DEVELOPMENT CO LLC|434 E 2ND AV||NORTH WILDWOOD|NJ|08260|E|20060930|
33030|AVEIRO DEVELOPING LLC|250 NEWARK AVENUE||JERSEY CITY|NJ|07302|E|20060930|*
33031|BOULDER HILL LLC|740A SPEEDWELL AV||MORRIS PLAINS|NJ|07950|E|20080930|*
33032|PIERSOL HOMES AT HIDDEN FORREST LLC|P O BOX 697||MULLICA HILL|NJ|08062|E|20060930|P
33033|JAD BUILDERS|17 HAMILTONIAN DRIVE||MIDDLETOWN|NJ|07701|E|20040930|*
33034|R J BUILDERS LLC|101 EDGEWOOD AVENUE||GREEN BROOK|NJ|08812|E|20040930|*
33035|DAPHNE ASSOCIATES LLC|PO BOX 982||ABSECON|NJ|08201|E|20120930|A
33036|LCH BUILDERS LLC|5012 DAVIS DRIVE||DOYLESTOWN|PA|18901|E|20040930|*
33037|LAKE RIDGE CONSTRUCTION CO LLC|19 PRESTON DRIVE||PERRINEVILLE|NJ|08535|E|20120930|A
33038|PATTERSON CONSTRUCTION INC|33A CENTERVILLE ROAD||COLUMBIA|NJ|07832|E|20080930|*
33039|KANAKIS CONSTRUCTION INC|2561 VINE ROAD||VINELAND|NJ|08360|E|20060930|*
33040|R.D.P. CONTRACTING LLC|481 TERRILL RD||FANWOOD|NJ|07023|E|20060930|*
33041|JACOB'S VIEW INC|248 HAYWARD PLACE||WALLINGTON|NJ|07057|E|20040930|*
33042|GLENWOOD CROSSING LLC|1624 JACKSONVILLE ROAD||BURLINGTON|NJ|08016|E|20060930|*
33043|CARDANO CONSTRUCTION CO INC|46 COOKS RD||DENVILLE|NJ|07834|E|20080930|*
33044|GEOGENIX LLC|79 EAST RIVER ROAD||RUMSON|NJ|07760|E|20080930|*
33045|DURHAM ASSOCIATES INC|2 YOLANDA DR||EDISON|NJ|08817|E|20040930|*
33046|OAK TREE ESTATES LLC|SUITE 600|ONE WOODBRIDGE CENTER|WOODBRIDGE|NJ|07095|E|20080930|R
33047|OAKLEAF DEVELOPMENT CORPORATION|1901 CHICHESTER AVENUE||BOOTHWYN|PA|19061|E|20040930|*
33048|EXCALIBUR AT LILAC FARMS LLC|184 MICHIGAN AVENUE||PATERSON|NJ|07503|E|20040930|*
33049|RISING SUN ENTERPRISES LLC|P O BOX 653||SEA ISLE CITY|NJ|08243|E|20040930|*
33050|OM BUILDERS LLC|56 HUDSON PLACE||BLOOMFIELD|NJ|07003|E|20100930|*
33051|AIR TO AIR HEATING & COOLING INC|1691 STUYVESANT AVENUE||UNION|NJ|07083|E|20080930|A
33052|HARRIS HOMES|26 ALDEN ROAD||GIBBSBORO|NJ|08026|E|20040930|*
33053|TIMOTHY WILHOVSKY|13 NOTCH PARK ROAD||LITTLE FALLS|NJ|07424|E|20090430|*
33054|KISHAN K SARKAR GENERAL CONTRACTOR|160 FOREST AV||WESTWOOD|NJ|07675|E|20040930|*
33055|BUILDAMERICA CORP|574 SKETCH PLACE||RIDGEFIELD|NJ|07657|E|20040930|*
33056|USA HOMES INC D/B/A/USA HOMES OF|NEW JERSEY INC|207 S DUPONT HIGHWAY  SUITE B|CAMDEN|DE|19934|E|20040930|*
33057|KB HOMES|391 OLD GOSHEN ROAD||OCEAN VIEW|NJ|08230|E|20040930|*
33058|30 OLD STONE CHURCH|OF UPPER SADDLE RIVER LLC|525 PALMER AVENUE|MAYWOOD|NJ|07607|E|20040930|*
33059|ABBINGTON APARTMENTS LLC|C/O TULI REALTY LLC|PO BOX 333|LIVINGSTON|NJ|07039|E|20060930|*
33060|MODO CONSTRUCTION CORPORATION|5609 OCEAN BLVD||BRANT BEACH|NJ|08008|E|20080930|*
33061|205 ABINGTON AVENUE CORP|677 NORTH 6TH ST||NEWARK|NJ|07107|E|20040930|*
33062|CRAM SERVICES L L C|44 VIBURNUM LANE||MT LAUREL|NJ|08054|E|20100930|*
33063|BRUS INC|56 CEDAR ST||EAST HANOVER|NJ|07936|E|20040930|*
33064|THE GLEN AT EAST BRUNSWICK LLC|89 WEBB STREET||EDISON|NJ|08820|E|20120930|R
33065|KINNELON HEIGHTS LLC|SUITE 301|820 MORRIS TURNPIKE|SHORT HILLS|NJ|07078|E|20060930|R
33066|EMISEA FINE HOME BUILDERS LLC|5 MILITARY HILL DRIVE||MORRISTOWN|NJ|07960|E|20060930|*
33067|JOSEPH POST|102 FAIRWAY DRIVE||SOUTH TOMS RIVER|NJ|08757|E|20060930|*
33068|ARNOLDS HOME IMPROVEMENT|1048 VOORHEES STREET||HILLSIDE|NJ|07205|E|20040930|*
33069|NORTH POINT DEV OF WILDWOOD AVENUE LLC|700 NEW JERSEY AVENUE||N WILDWOOD|NJ|08260|E|20040930|A
33070|S I PROPERTIES LLC|23 BEACH ROAD||MONMOUTH BEACH|NJ|07750|E|20040930|*
33071|GREMAR CONTRACTING|1574 CLAIR RD||FORKED RIVER|NJ|08731|E|20060930|*
33072|RJS QUALITY CONSTRUCTION|5093 ARNOLD AVE||WALL|NJ|07719||20160930|*
33073|FRANK BELLO|333 SIMPSON AVENUE||OCEAN CITY|NJ|08226|E|20040930|*
33074|J D MANAGEMENT ENTERPRISES LLC|350 OLD POST ROAD||EDISON|NJ|08817|E|20040930|*
33075|TEKART BUILDING CORP|PO BOX 887||PT PLEASANT|NJ|08742||20160930|A
33076|C &  C  HOMES LLC|264 ROUTE 513||GLEN GARDNER|NJ|08826||20150430|*
33077|JAMES AND DOLORES MAQUIRE|411 E WAVERLY RD||WYNCOTE|PA|19095|E|20040930|*
33078|K & R SOMERSET LLC|110 GLEN EAGLE DRIVE||SOMERSET|NJ|07069|E|20040930|*
33079|MOO MOO LLC T/A ADVANCED MODULAR HOMES|3838 ATLANTIC BRIG BD||BRIGANTINE|NJ|08203|E|20040930|*
33080|RICK DENGLER DEVELOPMENT|7 CHESAPEAKE DRIVE||GALLOWAY|NJ|08205|E|20060930|*
33081|MILLSTONE CONTRACTING|P O BOX 2097||EAST MILLSTONE|NJ|08875|E|20080930|*
33082|ALEXANDER ROSSETTI|19 BELMONT AVE||BAYVILLE|NJ|08721|E|20040930|*
33083|MELODY BUILDERS LLC|209 CLAUDIA RD||BRICK|NJ|08723||20160930|R
33084|SOUTHWEST HOBOKEN LLC|C/O NAT SALVEMINI|720 MONROE ST SUITE E-509A|HOBOKEN|NJ|07030|E|20060930|*
33085|DIAMOND BUILDERS OF NJ LLC|97 MAIN STREET STE 301||WOODBRIDGE|NJ|07095|E|20080930|A
33086|SPRUCE STREET LLC|319 RIVER AVENUE||LAKEWOOD|NJ|08701|E|20040930|A
33087|CREST HILL DEVELOPMENT LLC|796 NORTHFIELD AVE||WEST ORANGE|NJ|07052|I|20080930|
33088|SELLING NJ HOMES INC|1030 LOUISE ST||ELIZABETH|NJ|07201|E|20120930|*
33089|CARIBBEAN BUILDERS LLC|101 E 7TH AV      *||N WILDWOOD|NJ|08260|E|20040930|*
33090|RAYMOND E & HELEN CAVANAUGH|10 ASHCROFT AVENUE||SEAVILLE|NJ|08230|E|20040930|*
33091|NEW GENERATION BUILDERS|P O BOX 476||VOORHEES|NJ|08043|E|20040930|*
33092|MILLROSE DEVELOPERS LLC|SUITE A|16 MICROLAB ROAD|LIVINGSTON|NJ|07039|E|20120930|
33093|LINCOLN SPRING CORP|166 WHEATON PLACE||RUTHERFORD|NJ|07070|E|20060930|*
33094|DEMCON CONSTRUCTION MANAGEMENT INC|171 RIDGEDALE AVENUE|SUITE M|FLORHAM PARK|NJ|07932|E|20100930|*
33095|TML INVESTMENTS LLC|APARTMENT 7-0|44 SOUTH MAIN STREET|LODI|NJ|07644|E|20040930|*
33096|JACK FINN & CO  BUILDING CONTR LLC|64 WILDWOOD AVE||UPPER MONTCLAIR|NJ|07043|E|20041031|*
33097|ROBERT ERRICO BUILDING CONTR INC|259 PULLEY AVE||MANAHAWKIN|NJ|08050||20150131|*
33098|P J BRADY CONTRACTING|47-49 OLD LINCOLN HWY||HUDSON|NJ|07032|E|20121031|*
33099|FLEETWOOD 21  LLC|22 ANGELO DRIVE||SPARTA|NJ|07871|E|20041031|*
33100|JOHN E CESARINE|1 HIDDEN SPRINGS CIRCLE||NEWTOWN SQUARE|PA|19073|E|20080331|*
33101|220  HARRISON AVENUE LLC|220 HARRISON AVE||HUDSON|NJ|07029|E|20041031|*
33102|HEAVY CONTRACTOR CORP|188 JEFFERSON ST SUITE 129||ESSEX|NJ|07105|E|20041031|*
33103|STAMLER CONSTRUCTION|3 FOOTHILL DRIVE||KINNELON|NJ|07405|E|20061031|*
33104|FIRST QUALITY CONSTRUCTION INC|1246 LITTLE MILL ROAD||ERIAL|NJ|08081|E|20101031|*
33105|BLANKET CONSTRUCTION INC|956 CROTON ROAD||PITTSTOWN|NJ|08867|E|20121031|*
33106|CHARLIE CROCE CONSTRUCTION|1126 MIDDLETOWN LINCROFT ROAD||MIDDLETOWN|NJ|07748|E|20080731|*
33107|ALL PRO LANDSCAPE CONSTRUCTION INC|180 HICKORY STREET||ORANGE|NJ|07050|E|20041031|*
33108|NIKOS DEVELOPMENT & CONSTRUCTION|95 SOUTH TROY AVENUE||VENTNOR|NJ|08406|E|20041031|*
33109|ADOBE CONSTRUCTION LLC|37 HARRINGTON STREET||HILLSDALE|NJ|07642|E|20101031|*
33110|COUNTRY ACRE DEVELOPMENT CO LLC|278 OLD LEDGEWOOD RD||FLANDERS|NJ|07836||20161031|*
33111|GLM BUILDERS CORP|173 LELACK AV||SPRINGFIELD|NJ|07081|E|20070731|*
33112|VILLAGE REALTY GROUP LLC|SUITE 7|200 SOUTH AVENUE|MIDDLESEX|NJ|08846|E|20101031|*
33113|HERCULES ASSOCIATES URBAN RENEWAL LLC|PO BOX 5301||CLINTON|NJ|08809|E|20041031|*
33114|ATS CORPORATION|232 UNION BLVD||TOTOWA|NJ|07512|E|20041031|*
33115|KDM CONSTRUCTION INC DBA|KD VENTRESCA CONSTRUCTION INC|2611 MAHANTONGO STREET|POTTSVILLE|PA|17901|E|20041031|*
33116|PRESTIGE HOME BUILDERS LLC|16 CAMBRIDGE ROAD||VERONA|NJ|07044||20151031|*
33117|JCL CONTRACTING LLC|8 JENNIE COURT||CEDAR GROVE|NJ|07009||20150630|*
33118|OCEAN CREST DEVELOPMENT CO LLC|434 E. 2ND STREET||N WILDWOOD|NJ|08260|E|20041031|A
33119|PREMIER DEVELOPMENT GROUP AT BRIELLE LLC|26 RT 34 SUITE 205||COLTS NECK|NJ|07722|E|20081031|A
